"query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","subfamily","tribe","genus","species.group","species","subspecies","varietas"
"Taxa00747","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco02","",""
"Taxa00748","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco01","",""
"Taxa00749","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","Sporidiobolales","","Sporidiobolaceae","","","","","","",""
"Taxa00750","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Phaeosphaeriaceae","","","Ophiosphaerella","","","",""
"Taxa00751","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Schizophyllaceae","","","Schizophyllum","","","",""
"Taxa00752","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Dissoconiaceae","","","Uwebraunia","","","",""
"Taxa00753","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleribasidiaceae","","","Hannaella","","Hannaella oryzae","",""
"Taxa00754","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","Sporidiobolales","","Sporidiobolaceae","","","Rhodotorula","","","",""
"Taxa00755","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00756","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa00757","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa00758","","","","","","","","","","","","","","","",""
"Taxa00759","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00760","","","","","","","","","","","","","","","",""
"Taxa00761","","","","","","","","","","","","","","","",""
"Taxa00762","","","","","","","","","","","","","","","",""
"Taxa00763","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa00764","","","","","","","","","","","","","","","",""
"Taxa00765","","","","","","","","","","","","","","","",""
"Taxa00766","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00767","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","Erythrobasidiales","","Erythrobasidiaceae","","","Erythrobasidium","","","",""
"Taxa00768","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00769","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa00770","","","","","","","","","","","","","","","",""
"Taxa00771","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Helotiales","","","","","","","","",""
"Taxa00772","Eukaryota","Fungi","Dikarya","Ascomycota","Eurotiomycetes","Eurotiomycetidae","Eurotiales","","Trichocomaceae","","","Talaromyces","","","",""
"Taxa00773","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","Shiraia","","","",""
"Taxa00774","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","","","","",""
"Taxa00775","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","","","","",""
"Taxa00776","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00777","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Stachybotryaceae","","","","","","",""
"Taxa00778","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","","","","",""
"Taxa00779","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00780","","","","","","","","","","","","","","","",""
"Taxa00781","","","","","","","","","","","","","","","",""
"Taxa00782","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Dothideales","","Saccotheciaceae","","","Aureobasidium","","","",""
"Taxa00783","","","","","","","","","","","","","","","",""
"Taxa00784","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco02","",""
"Taxa00785","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","","","","Resinicium","","","",""
"Taxa00786","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa00787","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco02","",""
"Taxa00788","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00789","","","","","","","","","","","","","","","",""
"Taxa00790","","","","","","","","","","","","","","","",""
"Taxa00791","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa00792","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00793","","","","","","","","","","","","","","","",""
"Taxa00794","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa00795","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Clavariaceae","","","Mucronella","","","",""
"Taxa00796","","","","","","","","","","","","","","","",""
"Taxa00797","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Diatrypaceae","","","","","","",""
"Taxa00798","","","","","","","","","","","","","","","",""
"Taxa00799","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa00800","","","","","","","","","","","","","","","",""
"Taxa00801","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00802","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Xylariaceae","","","","","","",""
"Taxa00803","","","","","","","","","","","","","","","",""
"Taxa00804","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","Trichosphaeriales","","Trichosphaeriaceae","","","Nigrospora","","Nigrospora oryzae","",""
"Taxa00805","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa00806","Eukaryota","","","","","","Cercomonadida","","Cercomonadidae","","","Paracercomonas","","","",""
"Taxa00807","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Polyporaceae","","","Neofavolus","","","",""
"Taxa00808","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00809","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco04","",""
"Taxa00810","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","Sporidiobolales","","Sporidiobolaceae","","","Sporobolomyces","","Sporobolomyces sp. (in: Microbotryomycetes)","",""
"Taxa00811","","","","","","","","","","","","","","","",""
"Taxa00812","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa00813","","","","","","","","","","","","","","","",""
"Taxa00814","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","","",""
"Taxa00815","Eukaryota","Fungi","Dikarya","Basidiomycota","Exobasidiomycetes","","Exobasidiales","","Cryptobasidiaceae","","","Clinoconidium","","","",""
"Taxa00816","","","","","","","","","","","","","","","",""
"Taxa00817","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","Dothideomycetes sp.","",""
"Taxa00818","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa00819","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Schizophyllaceae","","","Schizophyllum","","","",""
"Taxa00820","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco02","",""
"Taxa00821","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00822","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa00823","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Microdochiaceae","","","Microdochium","","Microdochium fisheri","",""
"Taxa00824","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Cladosporiaceae","","","Toxicocladosporium","","","",""
"Taxa00825","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa00826","","","","","","","","","","","","","","","",""
"Taxa00827","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Schizophyllaceae","","","Schizophyllum","","","",""
"Taxa00828","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco01","",""
"Taxa00829","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","Diplomitoporus","","Diplomitoporus rimosus","",""
"Taxa00830","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa00831","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","","","","","","","",""
"Taxa00832","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Helotiales","","Helotiaceae","","","Claussenomyces","","Claussenomyces sp.","",""
"Taxa00833","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00834","","","","","","","","","","","","","","","",""
"Taxa00835","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Didymosphaeriaceae","","","Paraphaeosphaeria","","","",""
"Taxa00836","Eukaryota","Fungi","Dikarya","Basidiomycota","Atractiellomycetes","","Atractiellales","","Helicogloeaceae","","","Helicogloea","","","",""
"Taxa00837","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Cryptococcaceae","","","Cryptococcus","","","",""
"Taxa00838","","","","","","","","","","","","","","","",""
"Taxa00839","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","","","Symmetrosporaceae","","","Symmetrospora","","","",""
"Taxa00840","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Polyporaceae","","","Trametes","","","",""
"Taxa00841","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00842","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Dothideales","","Saccotheciaceae","","","Aureobasidium","","","",""
"Taxa00843","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Glomerellales","","Glomerellaceae","","","Colletotrichum","","","",""
"Taxa00844","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Clavariaceae","","","Mucronella","","","",""
"Taxa00845","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleribasidiaceae","","","Bulleribasidium","","Bulleribasidium foliicola","",""
"Taxa00846","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco02","",""
"Taxa00847","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Sphaerulina","","","",""
"Taxa00848","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00849","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Bionectriaceae","","","Clonostachys","","","",""
"Taxa00850","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00851","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00852","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa00853","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00854","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Pleosporaceae","","","Curvularia","","","",""
"Taxa00855","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","","","Chrysozymaceae","","","Sampaiozyma","","","",""
"Taxa00856","","","","","","","","","","","","","","","",""
"Taxa00857","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Cystofilobasidiales","","Cystofilobasidiaceae","","","Cystofilobasidium","","","",""
"Taxa00858","","","","","","","","","","","","","","","",""
"Taxa00859","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00860","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"Taxa00861","","","","","","","","","","","","","","","",""
"Taxa00862","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Sarocladiaceae","","","Sarocladium","","Sarocladium implicatum","",""
"Taxa00863","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Sporocadaceae","","","Monochaetia","","","",""
"Taxa00864","Eukaryota","Fungi","","Mucoromycota","Mortierellomycetes","","Mortierellales","","Mortierellaceae","","","Mortierella","","","",""
"Taxa00865","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Rickenellaceae","","","Sidera","","","",""
"Taxa00866","Eukaryota","Fungi","Dikarya","Basidiomycota","Dacrymycetes","","Dacrymycetales","","Dacrymycetaceae","","","Dacrymyces","","","",""
"Taxa00867","","","","","","","","","","","","","","","",""
"Taxa00868","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa00869","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco01","",""
"Taxa00870","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","Lophiostomataceae","","","Lophiostoma","","","",""
"Taxa00871","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","","","","",""
"Taxa00872","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Erysiphales","","Erysiphaceae","","","Podosphaera","","","",""
"Taxa00873","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa00874","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Sordariomycetidae","","","","","","","","","",""
"Taxa00875","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","Tetraplosphaeriaceae","","","Tetraplosphaeria","","Tetraplosphaeria sp.","",""
"Taxa00876","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Nectriaceae","","","Fusarium","","","",""
"Taxa00877","","","","","","","","","","","","","","","",""
"Taxa00878","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00879","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Lachnocladiaceae","","","","","","",""
"Taxa00880","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Nectriaceae","","","Fusarium","","","",""
"Taxa00881","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00882","","","","","","","","","","","","","","","",""
"Taxa00883","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00884","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa00885","","","","","","","","","","","","","","","",""
"Taxa00886","Eukaryota","","","","Oomycetes","","Pythiales","","Pythiaceae","","","Pythium","","Pythium nunn","",""
"Taxa00887","Eukaryota","Viridiplantae","","Chlorophyta","Ulvophyceae","","Ulotrichales","","","","","Rhexinema","","","",""
